CustomerId,total_amount,avg_amount,transaction_count,std_amount,avg_hour,avg_day,is_high_risk
CustomerId_1,-10000.0,-10000.0,1,,16.0,21.0,1
CustomerId_10,-10000.0,-10000.0,1,,16.0,21.0,1
CustomerId_1001,20000.0,4000.0,5,6558.963332722634,7.8,16.0,1
CustomerId_1002,4225.0,384.09090909090907,11,560.4989660196449,13.454545454545455,14.727272727272727,0
CustomerId_1003,20000.0,3333.3333333333335,6,6030.478145774734,14.333333333333334,1.0,0
CustomerId_1004,2000.0,2000.0,1,,18.0,22.0,1
CustomerId_1005,48800.0,5422.222222222223,9,5983.6815126178335,10.11111111111111,28.0,1
CustomerId_1006,1000.0,1000.0,1,,7.0,11.0,1
CustomerId_1007,28000.0,28000.0,1,,6.0,24.0,1
CustomerId_1008,20000.0,10000.0,2,0.0,13.0,9.0,1
CustomerId_1009,500.0,500.0,1,,6.0,17.0,0
CustomerId_1010,26335.0,3762.1428571428573,7,4971.798816946486,11.428571428571429,15.571428571428571,1
CustomerId_1012,124906.0,1687.918918918919,74,3441.4863138083697,16.04054054054054,18.675675675675677,0
CustomerId_1014,763880.0,95485.0,8,119332.84340149493,9.125,25.0,1
CustomerId_1016,20000.0,4000.0,5,6745.368781616021,18.0,8.0,0
CustomerId_1020,292195.0,1439.384236453202,203,2500.4482251946347,11.911330049261084,22.788177339901477,0
CustomerId_1021,5000.0,5000.0,1,,19.0,27.0,1
CustomerId_1022,7000.0,7000.0,1,,13.0,9.0,0
CustomerId_1025,17200.0,1075.0,16,1803.6536992079898,15.75,20.25,0
CustomerId_1027,26770.0,1912.142857142857,14,3484.2705418482087,12.857142857142858,10.857142857142858,0
CustomerId_1028,500.0,500.0,1,,9.0,19.0,0
CustomerId_1029,51000.0,5666.666666666667,9,8692.669325356856,9.666666666666666,18.666666666666668,0
CustomerId_1030,2350.0,293.75,8,713.8614811612364,12.0,8.375,0
CustomerId_1031,106838.8,2136.776,50,4615.395748241059,12.4,15.5,0
CustomerId_1032,2000.0,1000.0,2,0.0,1.0,11.0,0
CustomerId_1033,950.0,475.0,2,742.4621202458749,9.0,9.0,1
CustomerId_1034,40508.0,2531.75,16,7896.613345816885,10.8125,13.3125,0
CustomerId_1036,-50.0,-16.666666666666668,3,1000.4165798972613,9.0,15.0,1
CustomerId_1038,19000.0,3800.0,5,6685.805860178712,13.0,1.0,0
CustomerId_1039,248895.0,8296.5,30,10395.940284387541,11.2,4.566666666666666,0
CustomerId_1040,50000.0,50000.0,1,,6.0,7.0,1
CustomerId_1043,14000.0,2333.3333333333335,6,6976.14984548545,19.0,28.0,1
CustomerId_1044,21848.5,1365.53125,16,2064.1874064527988,15.5625,23.4375,1
CustomerId_1048,1000.0,1000.0,1,,7.0,2.0,1
CustomerId_1050,5000.0,5000.0,1,,18.0,21.0,1
CustomerId_1052,56900.0,8128.571428571428,7,18504.47822246589,11.285714285714286,26.142857142857142,0
CustomerId_1053,13788.0,1969.7142857142858,7,1911.4446294435452,4.857142857142857,15.285714285714286,1
CustomerId_1054,159000.0,3057.6923076923076,52,6112.9647232247835,17.596153846153847,13.057692307692308,0
CustomerId_1055,5850.0,1170.0,5,1338.6560424545207,9.8,19.0,1
CustomerId_1056,5500.0,1375.0,4,1108.6778913041726,11.5,17.75,1
CustomerId_1057,4504.0,2252.0,2,3886.258869401265,6.0,15.0,1
CustomerId_1058,13815.0,476.37931034482756,29,597.271917841752,13.724137931034482,16.24137931034483,0
CustomerId_1059,40000.0,4444.444444444444,9,6463.573143221772,13.333333333333334,14.333333333333334,0
CustomerId_1063,13325.0,1110.4166666666667,12,1608.6590383033788,13.25,10.916666666666666,0
CustomerId_1064,191650.0,4563.0952380952385,42,6424.71627468643,15.619047619047619,15.738095238095237,0
CustomerId_1068,500.0,500.0,1,,14.0,22.0,1
CustomerId_1070,5000.0,5000.0,1,,15.0,18.0,0
CustomerId_1071,236290.0,33755.71428571428,7,57242.85162275515,11.285714285714286,6.0,0
CustomerId_1073,1000.0,1000.0,1,,17.0,3.0,1
CustomerId_1074,167500.0,3641.304347826087,46,5656.405458001928,11.065217391304348,16.456521739130434,0
CustomerId_1078,19000.0,3166.6666666666665,6,7626.707459098367,21.0,28.0,1
CustomerId_1079,20000.0,20000.0,1,,18.0,30.0,1
CustomerId_1080,5000.0,5000.0,1,,6.0,14.0,0
CustomerId_1081,1500.0,750.0,2,353.5533905932738,19.0,20.5,0
CustomerId_1082,19000.0,3800.0,5,6685.805860178712,13.0,28.0,1
CustomerId_1083,500.0,500.0,1,,17.0,12.0,0
CustomerId_1084,10000.0,10000.0,1,,16.0,4.0,1
CustomerId_1085,2900.0,725.0,4,1517.3990905493517,20.0,17.0,1
CustomerId_1086,77576.0,2424.25,32,4114.986567610265,9.875,17.40625,0
CustomerId_1087,40000.0,4444.444444444444,9,6463.573143221772,19.11111111111111,20.444444444444443,0
CustomerId_1089,169651.5,1116.1282894736842,152,1695.0127365720368,11.631578947368421,14.855263157894736,0
CustomerId_1091,3000.0,1500.0,2,707.1067811865476,18.0,19.0,0
CustomerId_1092,65000.0,4062.5,16,5801.9393309478855,11.375,23.5,0
CustomerId_1093,42620.0,774.9090909090909,55,1912.920128366163,16.6,14.181818181818182,0
CustomerId_1094,32460.0,4637.142857142857,7,9189.939633979675,15.428571428571429,18.142857142857142,0
CustomerId_1095,4875.0,443.1818181818182,11,764.5334287239268,9.909090909090908,22.363636363636363,0
CustomerId_1096,1949226.0,2486.2576530612246,784,17819.372756509856,10.558673469387756,28.07780612244898,0
CustomerId_1098,20000.0,20000.0,1,,10.0,10.0,0
CustomerId_1099,6180.0,686.6666666666666,9,843.8601779915912,16.555555555555557,10.777777777777779,0
CustomerId_11,-10000.0,-10000.0,1,,16.0,21.0,1
CustomerId_1101,60000.0,6666.666666666667,9,5873.670062235366,11.11111111111111,16.666666666666668,1
CustomerId_1102,60000.0,4285.714285714285,14,6169.759644097497,9.857142857142858,11.571428571428571,0
CustomerId_1103,30000.0,30000.0,1,,13.0,27.0,1
CustomerId_1104,40000.0,4000.0,10,9321.420969406376,20.3,7.2,0
CustomerId_1105,500.0,500.0,1,,20.0,17.0,0
CustomerId_1106,10000.0,10000.0,1,,1.0,18.0,1
CustomerId_1108,50000.0,3571.4285714285716,14,8741.715073003834,14.857142857142858,13.642857142857142,0
CustomerId_1109,39800.0,4975.0,8,6193.718015630262,12.0,28.0,1
CustomerId_1111,-20.0,-6.666666666666667,3,1000.0666644445926,16.0,6.0,1
CustomerId_1112,20000.0,3333.3333333333335,6,6088.2400303098,14.0,1.0,0
CustomerId_1113,29700.0,1291.304347826087,23,3184.930860313962,14.652173913043478,7.304347826086956,1
CustomerId_1114,52925.0,928.5087719298245,57,963.8325492311376,10.75438596491228,13.789473684210526,0
CustomerId_1116,5960.0,745.0,8,1039.2717230280607,17.375,14.0,0
CustomerId_1117,4000.0,4000.0,1,,7.0,2.0,1
CustomerId_1118,70000.0,2916.6666666666665,24,6412.736421045005,12.375,10.625,0
CustomerId_1119,5450.0,778.5714285714286,7,410.13934914158835,9.285714285714286,11.285714285714286,0
CustomerId_1120,1960.0,980.0,2,1442.497833620557,3.0,13.0,1
CustomerId_1121,12097.02,1728.1457142857143,7,2428.372158867315,17.714285714285715,26.857142857142858,0
CustomerId_1122,1850000.0,1850000.0,1,,5.0,11.0,1
CustomerId_1123,1000.0,1000.0,1,,2.0,29.0,1
CustomerId_1124,19000.0,3166.6666666666665,6,7626.707459098367,14.166666666666666,11.0,0
CustomerId_1125,5000.0,5000.0,1,,6.0,13.0,0
CustomerId_1127,92135.0,2490.135135135135,37,2946.553053637062,13.054054054054054,14.135135135135135,0
CustomerId_1129,1000.0,500.0,2,0.0,9.0,15.5,1
CustomerId_1130,3960.0,990.0,4,1833.1393836803572,19.0,27.0,1
CustomerId_1131,16550.0,1504.5454545454545,11,2194.9321795279398,10.909090909090908,16.0,0
CustomerId_1134,3380.0,375.55555555555554,9,430.80915470516385,16.77777777777778,19.444444444444443,0
CustomerId_1135,71000.0,5071.428571428572,14,10547.561043011032,9.571428571428571,16.714285714285715,0
CustomerId_1137,80000.0,4000.0,20,8911.199340392432,11.55,24.95,1
CustomerId_1140,3750.0,1250.0,3,3269.174207655505,21.0,30.0,1
CustomerId_1141,145465.0,2968.673469387755,49,5077.606347925152,11.10204081632653,13.10204081632653,0
CustomerId_1145,9500.0,2375.0,4,1887.4586088176875,11.75,24.25,1
CustomerId_1146,19000.0,3166.6666666666665,6,7626.707459098367,14.0,28.0,1
CustomerId_1147,80000.0,4444.444444444444,18,5843.268849682788,10.0,11.38888888888889,0
CustomerId_1150,2000.0,1000.0,2,0.0,18.0,1.0,1
CustomerId_1153,3000.0,3000.0,1,,12.0,17.0,1
CustomerId_1154,5475.0,608.3333333333334,9,846.869234297716,14.0,14.333333333333334,0
CustomerId_1156,1488224.0,4044.086956521739,368,8121.07295048366,12.141304347826088,15.603260869565217,0
CustomerId_1158,30000.0,3750.0,8,7094.061903149301,14.0,16.0,1
CustomerId_1159,20000.0,4000.0,5,6745.368781616021,14.0,8.0,0
CustomerId_1160,48890.0,3259.3333333333335,15,6929.972651632974,13.466666666666667,13.066666666666666,0
CustomerId_1161,2500.0,2500.0,1,,17.0,19.0,0
CustomerId_1162,4465.0,637.8571428571429,7,1176.4277040503353,13.285714285714286,7.428571428571429,0
CustomerId_1163,50000.0,3571.4285714285716,14,7303.4689936125105,11.214285714285714,13.5,0
CustomerId_1164,19000.0,3166.6666666666665,6,7626.707459098367,18.0,7.0,1
CustomerId_1165,54000.0,10800.0,5,14515.508947329405,9.4,5.4,0
CustomerId_1169,-50.0,-16.666666666666668,3,1000.4165798972613,7.666666666666667,9.0,0
CustomerId_1170,107074.0,5948.555555555556,18,14101.364348768951,12.222222222222221,13.944444444444445,0
CustomerId_1171,3925.0,654.1666666666666,6,1373.9010760119036,9.333333333333334,21.0,1
CustomerId_1172,235759.7,2806.6630952380956,84,4417.996239581807,11.392857142857142,20.607142857142858,0
CustomerId_1174,1000.0,1000.0,1,,21.0,15.0,1
CustomerId_1175,8942702.5,37106.64937759336,241,359409.4007452866,9.900414937759336,12.066390041493776,0
CustomerId_1177,28878.0,7219.5,4,12439.0,19.0,9.0,0
CustomerId_1179,900.0,300.0,3,1539.4804318340653,11.0,23.0,0
CustomerId_1180,143406.0,2140.3880597014927,67,3254.1012488914794,13.552238805970148,19.507462686567163,0
CustomerId_1182,10000.0,2500.0,4,6757.711644237764,9.0,8.0,0
CustomerId_1183,45075.0,2504.1666666666665,18,5054.265016096918,11.88888888888889,19.11111111111111,0
CustomerId_1184,1000.0,1000.0,1,,6.0,1.0,1
CustomerId_1186,5900.0,1475.0,4,2665.0515942472857,17.0,28.0,1
CustomerId_1187,39000.0,5571.428571428572,7,9431.456989902512,5.0,21.0,1
CustomerId_1189,3000.0,1500.0,2,707.1067811865476,6.0,7.0,1
CustomerId_1190,80000.0,5333.333333333333,15,6183.695920571712,13.2,17.533333333333335,0
CustomerId_1191,20500.0,3416.6666666666665,6,6200.134407145273,14.333333333333334,8.0,0
CustomerId_1192,41565.0,1889.3181818181818,22,3086.743659222275,11.772727272727273,20.227272727272727,0
CustomerId_1193,9000.0,2250.0,4,6601.767440112787,11.0,21.0,1
CustomerId_1194,9000.0,2250.0,4,6601.767440112787,8.0,21.0,1
CustomerId_1195,19000.0,3166.6666666666665,6,6047.037842337905,10.666666666666666,21.0,1
CustomerId_1196,19000.0,3166.6666666666665,6,6266.31204670392,7.0,28.0,1
CustomerId_1197,9000.0,2250.0,4,6601.767440112787,9.0,21.0,1
CustomerId_1198,9000.0,2250.0,4,6601.767440112787,8.0,21.0,1
CustomerId_12,-10000.0,-10000.0,1,,16.0,21.0,1
CustomerId_1200,9000.0,2250.0,4,6601.767440112787,7.0,28.0,1
CustomerId_1201,542517.5,3135.9393063583816,173,8880.120804886395,11.520231213872833,18.01156069364162,0
CustomerId_1202,130000.0,4482.758620689655,29,6598.813148996527,10.172413793103448,13.89655172413793,0
CustomerId_1203,38530.0,856.2222222222222,45,1996.2786844172297,13.066666666666666,15.644444444444444,0
CustomerId_1204,9000.0,2250.0,4,6601.767440112787,12.0,28.0,1
CustomerId_1208,19770.0,2196.6666666666665,9,3365.0334322261942,12.555555555555555,18.333333333333332,1
CustomerId_1209,30000.0,5000.0,6,6511.528238439882,7.0,25.0,0
CustomerId_1210,25000.0,8333.333333333334,3,25181.01136438593,9.666666666666666,28.0,1
CustomerId_1211,200000.0,100000.0,2,0.0,7.0,21.0,1
CustomerId_1212,39000.0,2294.1176470588234,17,4928.992111506582,10.882352941176471,13.705882352941176,1
CustomerId_1214,104825.0,2382.3863636363635,44,5690.768175619785,12.295454545454545,15.886363636363637,0
CustomerId_1215,1000.0,1000.0,1,,16.0,1.0,1
CustomerId_1217,29000.0,3222.222222222222,9,6255.553088612104,6.666666666666667,24.88888888888889,1
CustomerId_1218,139055.0,1931.3194444444443,72,1964.8128235863244,14.88888888888889,11.25,0
CustomerId_1219,3850.0,641.6666666666666,6,841.080654079421,13.333333333333334,15.333333333333334,0
CustomerId_1220,40000.0,3076.923076923077,13,5488.040610599537,12.538461538461538,18.53846153846154,0
CustomerId_1221,20000.0,4000.0,5,6745.368781616021,9.0,8.0,0
CustomerId_1222,82980.0,1844.0,45,7714.81533685792,13.022222222222222,14.88888888888889,0
CustomerId_1223,21500.0,7166.666666666667,3,11116.804097101529,8.666666666666666,8.333333333333334,0
CustomerId_1224,10000.0,10000.0,1,,7.0,8.0,0
CustomerId_1225,1000.0,1000.0,1,,22.0,4.0,0
CustomerId_1226,10700.0,1337.5,8,2290.4693842092715,11.875,18.125,1
CustomerId_1227,73233.6,2816.6769230769232,26,3686.5900224796023,9.961538461538462,15.576923076923077,0
CustomerId_1228,20000.0,4000.0,5,6745.368781616021,17.0,1.0,0
CustomerId_1229,-50.0,-16.666666666666668,3,1000.4165798972613,10.0,28.0,0
CustomerId_1231,2000.0,2000.0,1,,8.0,8.0,1
CustomerId_1232,5000.0,5000.0,1,,8.0,29.0,0
CustomerId_1233,1000.0,1000.0,1,,13.0,16.0,0
CustomerId_1234,40000.0,3333.3333333333335,12,7270.404932243312,13.333333333333334,22.166666666666668,1
CustomerId_1235,19000.0,3166.6666666666665,6,6104.643041707408,13.0,28.0,1
CustomerId_1236,8765.0,1095.625,8,2169.185886620666,7.25,31.0,1
CustomerId_1237,1000.0,1000.0,1,,7.0,16.0,0
CustomerId_1238,20000.0,4000.0,5,6745.368781616021,19.0,8.0,0
CustomerId_1240,34000.0,5666.666666666667,6,7527.72652709081,16.0,28.333333333333332,1
CustomerId_1241,30000.0,4285.714285714285,7,6102.302453836194,15.0,18.0,0
CustomerId_1242,842504.0,5542.789473684211,152,9263.462969135824,8.519736842105264,15.217105263157896,0
CustomerId_1244,5000.0,5000.0,1,,8.0,18.0,1
CustomerId_1245,135000.0,4655.172413793103,29,6136.98310054335,15.137931034482758,12.0,0
CustomerId_1246,79000.0,4157.894736842105,19,6048.536626460769,14.421052631578947,12.473684210526315,0
CustomerId_1247,60000.0,4615.384615384615,13,9197.26826779254,13.615384615384615,14.076923076923077,0
CustomerId_1250,661899.15,2424.539010989011,273,4614.518775738537,12.527472527472527,16.32234432234432,0
CustomerId_1252,80000.0,4210.526315789473,19,6058.317949255305,7.947368421052632,13.31578947368421,0
CustomerId_1253,20000.0,4000.0,5,6745.368781616021,8.0,1.0,0
CustomerId_1256,20000.0,3333.3333333333335,6,7814.516406449389,17.0,11.0,0
CustomerId_1257,17025.0,1418.75,12,1903.8359901190877,10.5,11.333333333333334,0
CustomerId_1258,30000.0,4285.714285714285,7,6163.448323633065,18.0,1.0,0
CustomerId_1259,17213.5,1075.84375,16,1617.5299246974278,12.9375,15.5,1
CustomerId_1260,40000.0,4444.444444444444,9,6463.573143221772,7.666666666666667,4.111111111111111,0
CustomerId_1262,10040.0,1115.5555555555557,9,791.5034919555173,13.777777777777779,22.0,0
CustomerId_1263,19000.0,3800.0,5,6685.805860178712,15.0,21.0,1
CustomerId_1265,250500.0,2582.4742268041236,97,4735.234238514465,11.103092783505154,17.371134020618555,0
CustomerId_1266,9470.0,473.5,20,476.74085424396253,12.4,20.85,0
CustomerId_1267,-20.0,-6.666666666666667,3,1000.0666644445926,19.0,19.0,0
CustomerId_1268,1000000.0,1000000.0,1,,10.0,28.0,0
CustomerId_1269,2000.0,666.6666666666666,3,3785.9388972001825,9.0,30.0,1
CustomerId_1270,50904.0,1542.5454545454545,33,1915.43306282987,11.333333333333334,13.151515151515152,0
CustomerId_1271,5550.0,925.0,6,503.7360419902471,13.166666666666666,22.0,0
CustomerId_1272,4500.0,1500.0,3,866.0254037844386,12.333333333333334,11.666666666666666,1
CustomerId_1273,19000.0,3166.6666666666665,6,7626.707459098367,19.0,7.0,1
CustomerId_1274,5000.0,5000.0,1,,7.0,1.0,1
CustomerId_1275,712156.5,2814.8478260869565,253,9503.242723171974,11.944664031620553,17.387351778656125,0
CustomerId_1276,581500.0,6761.627906976744,86,21603.4755842374,9.813953488372093,13.779069767441861,0
CustomerId_1277,160910.0,2681.8333333333335,60,7224.056208761435,12.75,13.866666666666667,0
CustomerId_1279,29000.0,4142.857142857143,7,7425.823667638301,19.142857142857142,21.0,1
CustomerId_1280,105203.0,2390.9772727272725,44,3286.966782214027,10.840909090909092,20.5,0
CustomerId_1281,180000.0,6000.0,30,9098.806287753849,10.6,17.033333333333335,0
CustomerId_1282,10000.0,10000.0,1,,13.0,31.0,0
CustomerId_1283,17905.0,942.3684210526316,19,382.45685457844144,8.578947368421053,18.0,1
CustomerId_1285,2950.0,737.5,4,525.0,18.25,28.25,1
